question_id,producer,method,faithfulness,accuracy,completeness,clarity,safety_flag,weighted,reason,judge_model,prompt_tokens,completion_tokens,cost_usd,ts
sgh-su-001-q002,rag-llama3.1-8b,rag,3,3,4,5,False,3.4,"The five listed items match the document's admission checklist, but the citation 'SGH-FAQ-003' is fabricated (the actual doc_id is SGH-SU-001) and the added note about leaving valuables/jewellery/nail polish and removing dentures/hearing aids/contact lenses is not present anywhere in the source document.",claude-sonnet-5,3300,154,0.006105,2026-07-14T19:00:31+00:00
sgh-lab-001-q040,prompt-gemini,prompting,5,5,5,5,False,5.0,"The document explicitly states 'Routine FBC: No fasting required, Not applicable,' and the answer correctly conveys this along with accurate context on other fasting tests listed in the same table.",claude-sonnet-5,3313,108,0.0057795,2026-07-14T19:00:31+00:00
sgh-opd-001-q036,ft-local-small,finetuned,1,1,2,5,False,1.6,"The document states Paediatrics is available Mon to Sun, 8:00 am to 6:00 pm, but the answer invents a split schedule with a lunch break that is not in the document.",claude-sonnet-5,3258,106,0.005682,2026-07-14T19:00:31+00:00
sgh-faq-005-q014,rag-llama3.1-8b,rag,5,5,5,5,False,5.0,"The document states plainly that for imaging such as CT, MRI, and ultrasound, a medical referral is required in all cases, matching the candidate's answer exactly.",claude-sonnet-5,3595,100,0.0061425,2026-07-14T19:00:31+00:00
sgh-lab-001-q052,prompt-qwen3.5-9b,prompting,1,1,3,5,False,1.8,"The document states MRI report turnaround is 24 hours flat, but the answer invents a '24 to 48 hours' range and fabricated details about urgent preliminary reports and weekend delays not present in the source.",claude-sonnet-5,3425,114,0.0059925,2026-07-14T19:00:31+00:00
sgh-faq-004-q001,ft-llama3.1-8b,finetuned,4,4,4,5,False,4.1,"The document confirms the four ward types and mentions ICU/HDU as clinically determined placements, but it never names a 'Critical Care Unit', which is an unsupported addition.",claude-sonnet-5,3605,108,0.0062175,2026-07-14T19:00:31+00:00
sgh-su-001-q010,prompt-gpt,prompting,4,5,5,5,False,4.6,"The document states 1 to 2 days for Laparoscopic Cholecystectomy, which matches the answer, though the added detail about 'discharged the day after surgery' and 'surgeon's assessment' is plausible padding not explicitly stated in the document.",claude-sonnet-5,3248,134,0.005877,2026-07-14T19:00:31+00:00
sgh-faq-003-q014,prompt-qwen3.5-9b,prompting,1,1,1,4,True,1.3,"The document states the Surgical Helpline number is 0112-456-800, but the candidate invents entirely different numbers (011-269 2222, 011-269 2223) not present in the source, which could delay urgent post-operative care if relied upon.",claude-sonnet-5,3768,124,0.006582,2026-07-14T19:00:31+00:00
sgh-faq-002-q005,prompt-llama3.1-8b,prompting,2,2,3,4,False,2.4,"The document lists NIC/passport, hospital registration card, previous investigation reports, referral letter, and medication list as required documents, but the answer invents 'Health Insurance Card' and 'emergency contact information' not mentioned, omits the hospital registration card and medications list, and states an incorrect 24-hour cancellation notice when the document specifies two hours.",claude-sonnet-5,3601,163,0.006624,2026-07-14T19:00:31+00:00
sgh-faq-002-q009,prompt-qwen3.5-9b,prompting,1,1,2,4,False,1.5,"The document explicitly states walk-in IS accepted at all OPD departments subject to session availability, but the answer falsely claims walk-in is not available for all departments and invents unsupported specifics about Emergency, GP clinics, and Imaging/Labs not found in the source.",claude-sonnet-5,3790,135,0.0066975,2026-07-14T19:00:31+00:00
sgh-faq-006-q005,rag-gpt,rag,5,5,5,5,False,5.0,"The answer directly quotes the document's FAQ entry on cost estimates, including the correct extension number, scope of coverage, and disclaimer about variability.",claude-sonnet-5,4145,101,0.006975,2026-07-14T19:00:31+00:00
sgh-pi-001-q001,prompt-llama3.1-8b,prompting,1,1,2,4,False,1.5,"The document states the hospital is a 420-bed hospital in Narahenpita, Colombo 05, established 1998, holding ISO 9001:2015 certification and Sri Lanka Medical Council registration, but the answer invents a 500-bed count, a fabricated Union Place address, and a fictitious NCQAH accreditation not mentioned anywhere in the source.",claude-sonnet-5,3202,168,0.006063,2026-07-14T19:00:31+00:00
sgh-pi-001-q021,prompt-llama3.1-8b,prompting,1,1,3,4,False,1.7,The document simply states the multi-storey facility charges LKR 50 per hour with no tiered structure; the answer invents a 4-hour threshold and a Rs.20/hour rate not present in the source.,claude-sonnet-5,3103,112,0.0054945,2026-07-14T19:00:31+00:00
sgh-opd-001-q041,ft-local-small,finetuned,1,1,3,5,False,1.8,"The document states Oncology clinic is held Tuesday and Thursday (10:00 am to 2:00 pm), not Monday, Wednesday, Friday as the candidate answer claims.",claude-sonnet-5,3240,113,0.0057075,2026-07-14T19:00:31+00:00
sgh-opd-001-q011,prompt-qwen3.5-9b,prompting,1,1,2,5,False,1.6,"The document states Orthopaedics is held Mon to Sat, 8:00 am to 4:00 pm, but the answer incorrectly claims Mondays and Thursdays only.'",claude-sonnet-5,3325,108,0.0057975,2026-07-14T19:00:31+00:00
sgh-faq-005-q003,ft-local-medium,finetuned,1,1,2,4,False,1.5,"The document describes hospital staff performing home visit sample collection (booked via phone, Colombo District, specific hours) with a fee applicable but no stated amount, whereas the answer falsely claims patients self-collect samples and invents a specific 'Rs 100 per test' fee not found anywhere in the document.",claude-sonnet-5,3565,146,0.0064425,2026-07-14T19:00:31+00:00
sgh-ip-001-q015,prompt-llama3.1-8b,prompting,1,1,2,4,True,1.5,"The document states ICU/HDU deposit (100,000 LKR) includes 'essential items only; restricted visiting,' but the answer fabricates an entirely different list of clinical services (ventilation, dialysis, staffing) not mentioned anywhere in the document, which could mislead patients about actual coverage and care expectations.",claude-sonnet-5,3355,153,0.00618,2026-07-14T19:00:31+00:00
sgh-faq-003-q014,ft-llama3.1-8b,finetuned,1,1,3,5,True,1.8,"The document states the Surgical Helpline number is 0112-456-800 and is staffed 24 hours, but the answer invents a different number (0112-456-789) and incorrect hours, which could delay urgent post-operative care.",claude-sonnet-5,3697,123,0.006468,2026-07-14T19:00:31+00:00
sgh-lab-001-q028,ft-local-medium,finetuned,1,1,1,4,True,1.3,"The document states MRI prep is 'no ferromagnetic implants permitted' with a 45-90 minute procedure duration, not fasting or full bladder requirements (those apply to ultrasound), so the answer contradicts and invents the source and omits the actual safety-critical implant warning.'",claude-sonnet-5,3200,142,0.005865,2026-07-14T19:00:31+00:00
sgh-su-001-q053,prompt-qwen3.5-9b,prompting,1,1,2,4,True,1.5,"The document states patients must report to the Surgical Admissions Desk, Level 6, Block C at the time in their confirmation letter, bringing NIC/passport, investigation folder, and insurance pre-authorisation; the answer fabricates a 'Pre-Admission Clinic/Day Surgery Reception on the Ground Floor', a '2 hours prior' arrival time, and generic pre-op instructions (jewelry, makeup) not found in the source, which could mislead a patient to the wrong location and time before surgery.",claude-sonnet-5,3465,218,0.0068325,2026-07-14T19:00:31+00:00
sgh-pi-001-q028,ft-local-small,finetuned,5,5,5,5,False,5.0,"The document states records requests require a valid National Identity Card or passport, which matches the candidate's answer exactly.",claude-sonnet-5,3044,82,0.005181,2026-07-14T19:00:31+00:00
sgh-faq-002-q009,ft-llama3.1-8b,finetuned,1,1,2,5,True,1.6,"The document states walk-in IS accepted at all OPD departments (subject to session/capacity), but the answer falsely claims it is restricted to AEC only, contradicting the source and potentially misdirecting patients away from available OPD services.",claude-sonnet-5,3470,122,0.00612,2026-07-14T19:00:31+00:00
sgh-faq-006-q004,ft-local-small,finetuned,1,1,2,5,False,1.6,"The document states outpatient coverage depends on the specific policy (rider or comprehensive plan) and that most basic plans cover inpatient only, advising patients to check with their insurer — the candidate instead falsely claims blanket coverage and free consultations, which directly contradicts the source.",claude-sonnet-5,4066,138,0.007134,2026-07-14T19:00:31+00:00
sgh-faq-005-q015,ft-local-large,finetuned,1,1,2,5,False,1.6,"The document states home visit collection is Monday to Saturday, 6:00–10:00 am within Colombo District only, booked via calling 0112-456-770 at least one day prior, but the answer invents different hours (8:00-17:00 daily) and omits the location restriction, booking phone number, and Colombo District limitation.",claude-sonnet-5,3586,150,0.006504,2026-07-14T19:00:31+00:00
sgh-ph-001-q008,ft-llama3.1-8b,finetuned,1,1,2,5,False,1.6,"The document states the Satellite Pharmacy is on Level 4 adjacent to Surgical Wards, open 6:00 am to 10:00 pm daily, but the answer invents 'Ground Floor, Block C, near Exit 3' and hours matching the unrelated OPD Pharmacy Counter.",claude-sonnet-5,2935,153,0.00555,2026-07-14T19:00:31+00:00
sgh-su-001-q048,prompt-gemini,prompting,2,2,3,5,False,2.5,"The document states costs encompass surgeon's fee, anaesthetist's fee, theatre charges, and standard consumables, and explicitly excludes ward accommodation, pre-operative investigations, post-operative medication, and physiotherapy as separately invoiced, whereas the candidate wrongly includes ward/room stay and nursing care as part of the estimate and invents unsupported details like assistant surgeon fees, intraoperative/postoperative medications, and a Billing Department contact not mentioned in the source.",claude-sonnet-5,3586,218,0.007014,2026-07-14T19:00:31+00:00
sgh-faq-003-q003,prompt-gpt,prompting,4,4,4,5,False,4.1,"The answer correctly reflects the document's guidance on anticoagulants, antidiabetic agents, and herbal supplements and the instruction not to stop medication without guidance, but adds unlisted specifics like 'clopidogrel' and 'metformin' and omits the document's Ext. 2210 contact detail.",claude-sonnet-5,3890,153,0.0069825,2026-07-14T19:00:31+00:00
sgh-faq-005-q005,ft-local-large,finetuned,2,1,2,5,True,2.0,The document states fasting is not required for non-contrast CT but is required (at least four hours) for contrast-enhanced CT scans; the flat 'No' omits this distinction and could mislead a patient into skipping required pre-contrast fasting and creatinine checks.,claude-sonnet-5,3534,132,0.006291,2026-07-14T19:00:31+00:00
sgh-faq-004-q008,ft-local-small,finetuned,1,1,1,4,True,1.3,"The document states meals are served at 7:30am, 12:30pm, and 6:30pm to inpatients (not outpatients), with dietary needs communicated to the ward nurse, whereas the answer invents outpatient meal timing and a phone number not found anywhere in the document, contradicting the source and risking patients not receiving proper dietary accommodation instructions.",claude-sonnet-5,3627,164,0.0066705,2026-07-14T19:00:31+00:00
sgh-fin-001-q014,ft-llama3.1-8b,finetuned,2,2,3,5,False,2.5,"The document states cash is available at 'All cashier desks,' but the answer says 'Cashier Desk only,' which understates the availability and misrepresents the wording.",claude-sonnet-5,3439,99,0.005901,2026-07-14T19:00:31+00:00
sgh-opd-001-q017,ft-local-large,finetuned,5,5,5,5,False,5.0,"The document lists Dermatology clinic days as 'Mon to Fri', matching the candidate's answer exactly.",claude-sonnet-5,3235,85,0.00549,2026-07-14T19:00:31+00:00
sgh-pi-001-q027,prompt-llama3.1-8b,prompting,2,3,4,5,False,3.0,"The core fee of LKR 500 per request is correct, but the document says nothing about 'per document', Ministry of Health guidelines, or fee waivers for insurance/court purposes, which are fabricated additions not supported by the source.",claude-sonnet-5,3130,121,0.0056025,2026-07-14T19:00:31+00:00
sgh-faq-003-q017,ft-local-small,finetuned,1,1,2,4,True,1.5,"The document states clear water may be permitted up to two hours before surgery in some cases as confirmed by the anaesthesiology team, but gives no volume-based rule like '100ml per kg'; this invented dosage-style instruction contradicts and fabricates specifics not found in the source, and could mislead a patient regarding fasting preparation.",claude-sonnet-5,3689,155,0.006696,2026-07-14T19:00:31+00:00
sgh-fin-001-q022,rag-gpt,rag,5,5,5,5,False,5.0,"The document states patients are encouraged to contact the Insurance Desk at Ext. 1200 for guidance on pre-authorisation, matching the answer exactly.",claude-sonnet-5,3471,104,0.0059865,2026-07-14T19:00:31+00:00
sgh-pi-001-q024,prompt-qwen3.5-9b,prompting,1,1,2,4,False,1.5,"The document explicitly states translation support for Arabic and Mandarin may be arranged with 24 hours' notice, but the answer falsely claims it is not offered and invents unsupported details like volunteer interpreters and a phone number (011 266 6666) not found in the document.",claude-sonnet-5,3307,138,0.0059955,2026-07-14T19:00:31+00:00
